word,lemma,porter_stem
remnants,remnant,remnant
dana,dana,dana
shouting,shout,shout
presidents,president,presid
baltic,baltic,baltic
ought,ought,ought
ghosts,ghost,ghost
dances,dance,danc
sailors,sailor,sailor
shirley,shirley,shirley
fancy,fancy,fanci
dominic,dominic,domin
madonna,madonna,madonna
bark,bark,bark
buttons,button,button
gymnasium,gymnasium,gymnasium
ashes,ashe,ash
liver,liver,liver
toby,toby,tobi
oath,oath,oath
providence,providence,provid
doyle,doyle,doyl
evangelical,evangelical,evangel
nixon,nixon,nixon
cement,cement,cement
carnegie,carnegie,carnegi
embarked,embark,embark
hatch,hatch,hatch
surroundings,surrounding,surround
guarantee,guarantee,guarante
needing,need,need
pirate,pirate,pirat
essence,essence,essenc
filter,filter,filter
crane,crane,crane
hammond,hammond,hammond
projected,project,project
immune,immune,immun
percy,percy,perci
twelfth,twelfth,twelfth
regent,regent,regent
doctoral,doctoral,doctor
damon,damon,damon
mikhail,mikhail,mikhail
lu,lu,lu
critically,critically,critic
elect,elect,elect
realised,realise,realis
abortion,abortion,abort
acute,acute,acut
screening,screening,screen
mythology,mythology,mytholog
steadily,steadily,steadili
frown,frown,frown
nottingham,nottingham,nottingham
kirk,kirk,kirk
wa,wa,wa
minneapolis,minneapolis,minneapoli
module,module,modul
algeria,algeria,algeria
mc,mc,mc
nautical,nautical,nautic
encounters,encounter,encount
surprising,surprising,surpris
statues,statue,statu
availability,availability,avail
shirts,shirt,shirt
pie,pie,pie
alma,alma,alma
brows,brow,brow
munster,munster,munster
mack,mack,mack
soup,soup,soup
crater,crater,crater
tornado,tornado,tornado
sanskrit,sanskrit,sanskrit
cedar,cedar,cedar
explosive,explosive,explos
bordered,border,border
dixon,dixon,dixon
planets,planet,planet
stamp,stamp,stamp
exam,exam,exam
happily,happily,happili
carriers,carrier,carrier
kidnapped,kidnap,kidnap
accommodation,accommodation,accommod
emigrated,emigrate,emigr
knockout,knockout,knockout
correspondent,correspondent,correspond
violation,violation,violat
profits,profit,profit
peaks,peak,peak
lang,lang,lang
specimen,specimen,specimen
agenda,agenda,agenda
ancestry,ancestry,ancestri
pottery,pottery,potteri
spelling,spell,spell
equations,equation,equat
obtaining,obtain,obtain
ki,ki,ki
linking,link,link
debris,debris,debri
asylum,asylum,asylum
buddhism,buddhism,buddhism
teddy,teddy,teddi
gazette,gazette,gazett
dental,dental,dental
eligibility,eligibility,elig
utc,utc,utc
fathers,father,father
averaged,average,averag
zimbabwe,zimbabwe,zimbabw
francesco,francesco,francesco
coloured,colour,colour
hissed,hiss,hiss
translator,translator,translat
lynch,lynch,lynch
mandate,mandate,mandat
humanities,humanities,human
mackenzie,mackenzie,mackenzi
uniforms,uniform,uniform
lin,lin,lin
asset,asset,asset
mhz,mhz,mhz
fitting,fitting,fit
samantha,samantha,samantha
genera,genera,genera
wei,wei,wei
rim,rim,rim
beloved,beloved,belov
shark,shark,shark
riot,riot,riot
entities,entity,entiti
expressions,expression,express
indo,indo,indo
carmen,carman,carmen
slipping,slip,slip
owing,owe,owe
abbot,abbot,abbot
neighbor,neighbor,neighbor
sidney,sidney,sidney
rats,rat,rat
recommendations,recommendation,recommend
encouraging,encourage,encourag
squadrons,squadron,squadron
anticipated,anticipate,anticip
commanders,commander,command
conquered,conquer,conquer
donations,donation,donat
diagnosed,diagnose,diagnos
divide,divide,divid
guessed,guess,guess
decoration,decoration,decor
vernon,vernon,vernon
auditorium,auditorium,auditorium
revelation,revelation,revel
conversations,conversation,convers
herzegovina,herzegovina,herzegovina
dash,dash,dash
alike,alike,alik
protested,protest,protest
lateral,lateral,later
herman,herman,herman
accredited,accredit,accredit
mg,mg,mg
freeman,freeman,freeman
mel,mel,mel
fiji,fiji,fiji
crow,crow,crow
crimson,crimson,crimson
livestock,livestock,livestock
humanitarian,humanitarian,humanitarian
bored,bore,bore
oz,oz,oz
whip,whip,whip
legitimate,legitimate,legitim
alter,alter,alter
grinning,grinning,grin
spelled,spell,spell
anxious,anxious,anxiou
oriental,oriental,orient
wesley,wesley,wesley
carnival,carnival,carniv
controller,controller,control
detect,detect,detect
bowed,bow,bow
educator,educator,educ
kosovo,kosovo,kosovo
macedonia,macedonia,macedonia
occupy,occupy,occupi
mastering,master,master
stephanie,stephanie,stephani
janeiro,janeiro,janeiro
para,para,para
unaware,unaware,unawar
nurses,nurse,nurs
noon,noon,noon
cam,cam,cam
hopefully,hopefully,hope
ranger,ranger,ranger
combine,combine,combin
sociology,sociology,sociolog
polar,polar,polar
rica,rica,rica
neill,neill,neill
holocaust,holocaust,holocaust
doubled,double,doubl
lust,lust,lust
decent,decent,decent
cooling,cooling,cool
unveiled,unveil,unveil
nsw,nsw,nsw
homer,homer,homer
chapman,chapman,chapman
meyer,meyer,meyer
dive,dive,dive
mae,mae,mae
reagan,reagan,reagan
expertise,expertise,expertis
darwin,darwin,darwin
brooke,brooke,brook
sided,sided,side
prosecution,prosecution,prosecut
investigating,investigate,investig
comprised,comprise,compris
petroleum,petroleum,petroleum
genres,genre,genr
reluctant,reluctant,reluct
differently,differently,differ
trilogy,trilogy,trilog
johns,johns,john
vegetables,vegetables,veget
corpse,corpse,corps
highlighted,highlight,highlight
lounge,lounge,loung
pension,pension,pension
unsuccessfully,unsuccessfully,unsuccess
elegant,elegant,eleg
aided,aid,aid
ivory,ivory,ivori
beatles,beatle,beatl
amelia,amelia,amelia
cain,cain,cain
dubai,dubai,dubai
sunny,sunny,sunni
immigrant,immigrant,immigr
babe,babe,babe
click,click,click
underwater,underwater,underwat
pepper,pepper,pepper
combining,combine,combin
mumbled,mumble,mumbl
atlas,atlas,atla
horns,horn,horn
accessed,access,access
ballad,ballad,ballad
physicians,physician,physician
homeless,homeless,homeless
gestured,gesture,gestur
rpm,rpm,rpm
freak,freak,freak
louisville,louisville,louisvil
corporations,corporation,corpor
patriots,patriot,patriot
prizes,prize,prize
rational,rational,ration
warn,warn,warn
modes,mode,mode
decorative,decorative,decor
overnight,overnight,overnight
din,din,din
troubled,troubled,troubl
phantom,phantom,phantom
monarch,monarch,monarch
sheer,sheer,sheer
generals,general,gener
guidelines,guideline,guidelin
organs,organ,organ
addresses,address,address
enhance,enhance,enhanc
curling,curl,curl
parishes,parish,parish
cord,cord,cord
linux,linux,linux
caesar,caesar,caesar
deutsche,deutsche,deutsch
bavaria,bavaria,bavaria
coleman,coleman,coleman
cyclone,cyclone,cyclon
bacon,bacon,bacon
petty,petty,petti
hampton,hampton,hampton
diagnosis,diagnosis,diagnosi
throws,throw,throw
complexity,complexity,complex
rita,rita,rita
disputed,dispute,disput
pablo,pablo,pablo
marketed,market,market
trafficking,trafficking,traffick
examine,examine,examin
plague,plague,plagu
formats,format,format
vault,vault,vault
faithful,faithful,faith
webster,webster,webster
highlights,highlight,highlight
phones,phone,phone
vacuum,vacuum,vacuum
sandwich,sandwich,sandwich
modeling,model,model
bolivia,bolivia,bolivia
clergy,clergy,clergi
qualities,quality,qualiti
isabel,isabel,isabel
wears,wear,wear
screams,scream,scream
reunited,reunite,reunit
annoyed,annoyed,annoy
bra,bra,bra
differential,differential,differenti
transmitter,transmitter,transmitt
tattoo,tattoo,tattoo
container,container,contain
poker,poker,poker
excessive,excessive,excess
resides,reside,resid
cowboys,cowboy,cowboy
augustus,augustus,augustu
trash,trash,trash
providers,provider,provid
statute,statute,statut
retreated,retreat,retreat
balcony,balcony,balconi
reversed,reversed,revers
void,void,void
storey,storey,storey
preceded,precede,preced
masses,masse,mass
leap,leap,leap
laughs,laugh,laugh
neighborhoods,neighborhood,neighborhood
wards,ward,ward
schemes,scheme,scheme
falcon,falcon,falcon
santo,santo,santo
battlefield,battlefield,battlefield
pad,pad,pad
ronnie,ronnie,ronni
thread,thread,thread
lesbian,lesbian,lesbian
venus,venus,venu
beg,beg,beg
sandstone,sandstone,sandston
daylight,daylight,daylight
punched,punch,punch
gwen,gwen,gwen
analog,analog,analog
stroked,stroke,stroke
wwe,wwe,wwe
acceptable,acceptable,accept
measurements,measurement,measur
dec,dec,dec
toxic,toxic,toxic
adequate,adequate,adequ
surgical,surgical,surgic
economist,economist,economist
parameters,parameter,paramet
varsity,varsity,varsiti
quantity,quantity,quantiti
ella,ella,ella
countess,countess,countess
generating,generate,gener
precision,precision,precis
diamonds,diamond,diamond
expressway,expressway,expressway
ga,ga,ga
uruguay,uruguay,uruguay
talents,talent,talent
galleries,gallery,galleri
expenses,expense,expens
scanned,scan,scan
colleague,colleague,colleagu
outlets,outlets,outlet
ryder,ryder,ryder
lucien,lucien,lucien
paramount,paramount,paramount
syracuse,syracuse,syracus
dim,dim,dim
fangs,fang,fang
gown,gown,gown
sweep,sweep,sweep
toyota,toyota,toyota
missionaries,missionary,missionari
websites,website,websit
sentences,sentence,sentenc
adviser,adviser,advis
val,val,val
trademark,trademark,trademark
spells,spell,spell
patience,patience,patienc
starter,starter,starter
slim,slim,slim
toe,toe,toe
incredibly,incredibly,incred
shoots,shoot,shoot
elliot,elliot,elliot
nobility,nobility,nobil
cowboy,cowboy,cowboy
endorsed,endorse,endors
gardner,gardner,gardner
tendency,tendency,tendenc
persuaded,persuade,persuad
organisms,organisms,organ
emissions,emissions,emiss
kazakhstan,kazakhstan,kazakhstan
amused,amuse,amus
boring,boring,bore
chips,chip,chip
themed,theme,theme
llc,llc,llc
constantinople,constantinople,constantinopl
chasing,chase,chase
systematic,systematic,systemat
guatemala,guatemala,guatemala
borrowed,borrow,borrow
erin,erin,erin
carey,carey,carey
highlands,highland,highland
struggles,struggle,struggl
wong,wong,wong
exceptions,exception,except
develops,develop,develop
enlarged,enlarged,enlarg
kindergarten,kindergarten,kindergarten
castro,castro,castro
leigh,leigh,leigh
zombie,zombie,zombi
juvenile,juvenile,juvenil
consul,consul,consul
sailor,sailor,sailor
hyde,hyde,hyde
clarence,clarence,clarenc
intensive,intensive,intens
pinned,pin,pin
nasty,nasty,nasti
useless,useless,useless
jung,jung,jung
clayton,clayton,clayton
stuffed,stuff,stuf
exceptional,exceptional,except
ix,ix,ix
apostolic,apostolic,apostol
transactions,transaction,transact
exempt,exempt,exempt
swinging,swinging,swing
cove,cove,cove
religions,religion,religion
shields,shield,shield
dairy,dairy,dairi
bypass,bypass,bypass
pursuing,pursue,pursu
bug,bug,bug
joyce,joyce,joyc
bombay,bombay,bombay
chassis,chassis,chassi
southampton,southampton,southampton
chat,chat,chat
interact,interact,interact
redesignated,redesignate,redesign
nascar,nascar,nascar
pray,pray,pray
salmon,salmon,salmon
rigid,rigid,rigid
regained,regain,regain
malaysian,malaysian,malaysian
grim,grim,grim
publicity,publicity,public
constituted,constitute,constitut
capturing,capture,captur
toilet,toilet,toilet
delegate,delegate,deleg
purely,purely,pure
tray,tray,tray
drift,drift,drift
loosely,loosely,loos
striker,striker,striker
weakened,weaken,weaken
trinidad,trinidad,trinidad
mitch,mitch,mitch
itv,itv,itv
defines,define,defin
transmitted,transmit,transmit
ming,ming,ming
scarlet,scarlet,scarlet
nodding,nod,nod
fitzgerald,fitzgerald,fitzgerald
fu,fu,fu
narrowly,narrowly,narrowli
sp,sp,sp
tooth,tooth,tooth
standings,standing,stand
virtue,virtue,virtu
chateau,chateau,chateau
gloves,glove,glove
lid,lid,lid
hurting,hurt,hurt
conservatory,conservatory,conservatori
sinclair,sinclair,sinclair
reopened,reopen,reopen
sympathy,sympathy,sympathi
nigerian,nigerian,nigerian
strode,strode,strode
advocated,advocate,advoc
optional,optional,option
chronic,chronic,chronic
discharge,discharge,discharg
suck,suck,suck
compatible,compatible,compat
laurel,laurel,laurel
stella,stella,stella
shi,shi,shi
fails,fail,fail
wage,wage,wage
dodge,dodge,dodg
informal,informal,inform
sorts,sort,sort
levi,levi,levi
buddha,buddha,buddha
villagers,villager,villag
chronicles,chronicle,chronicl
heavier,heavier,heavier
summoned,summon,summon
gateway,gateway,gateway
eleventh,eleventh,eleventh
jewelry,jewelry,jewelri
translations,translation,translat
accordingly,accordingly,accordingli
seas,sea,sea
fiber,fiber,fiber
pyramid,pyramid,pyramid
cubic,cubic,cubic
dragging,drag,drag
caring,care,care
android,android,android
contacted,contact,contact
lunar,lunar,lunar
kai,kai,kai
lisbon,lisbon,lisbon
patted,pat,pat
sacramento,sacramento,sacramento
theft,theft,theft
madagascar,madagascar,madagascar
subtropical,subtropical,subtrop
disputes,dispute,disput
ta,ta,ta
holidays,holiday,holiday
piper,piper,piper
willow,willow,willow
mare,mare,mare
cane,cane,cane
itunes,itunes,itun
newfoundland,newfoundland,newfoundland
benny,benny,benni
companions,companion,companion
dong,dong,dong
raj,raj,raj
observe,observe,observ
roar,roar,roar
charming,charming,charm
plaque,plaque,plaqu
tibetan,tibetan,tibetan
fossils,fossil,fossil
enacted,enact,enact
manning,man,man
bubble,bubble,bubbl
tina,tina,tina
tanzania,tanzania,tanzania
funk,funk,funk
swamp,swamp,swamp
deputies,deputy,deputi
cloak,cloak,cloak
ufc,ufc,ufc
scenario,scenario,scenario
par,par,par
scratch,scratch,scratch
metals,metal,metal
anthem,anthem,anthem
guru,guru,guru
engaging,engage,engag
specially,specially,special
dialects,dialect,dialect
nineteen,nineteen,nineteen
cecil,cecil,cecil
duet,duet,duet
disability,disability,disabl
messenger,messenger,messeng
unofficial,unofficial,unoffici
defunct,defunct,defunct
eds,ed,ed
moonlight,moonlight,moonlight
drainage,drainage,drainag
surname,surname,surnam
puzzle,puzzle,puzzl
honda,honda,honda
switching,switch,switch
conservatives,conservative,conserv
mammals,mammal,mammal
knox,knox,knox
broadcaster,broadcaster,broadcast
sidewalk,sidewalk,sidewalk
cope,cope,cope
benson,benson,benson
princes,princes,princ
peterson,peterson,peterson
bedford,bedford,bedford
sharks,sharks,shark
eli,eli,eli
wreck,wreck,wreck
alberto,alberto,alberto
gasp,gasp,gasp
archaeology,archaeology,archaeolog
lgbt,lgbt,lgbt
teaches,teach,teach
securities,security,secur
madness,madness,mad
compromise,compromise,compromis
waving,wave,wave
coordination,coordination,coordin
davidson,davidson,davidson
visions,vision,vision
leased,lease,leas
possibilities,possibility,possibl
eighty,eighty,eighti
jun,jun,jun
fernandez,fernandez,fernandez
enthusiasm,enthusiasm,enthusiasm
assassin,assassin,assassin
sponsorship,sponsorship,sponsorship
reviewer,reviewer,review
kingdoms,kingdom,kingdom
estonian,estonian,estonian
laboratories,laboratory,laboratori
applies,apply,appli
verb,verb,verb
celebrations,celebration,celebr
rowing,row,row
lightweight,lightweight,lightweight
sadness,sadness,sad
submit,submit,submit
mvp,mvp,mvp
balanced,balanced,balanc
dude,dude,dude
explicitly,explicitly,explicitli
metric,metric,metric
magnificent,magnificent,magnific
mound,mound,mound
brett,brett,brett
mohammad,mohammad,mohammad
mistakes,mistakes,mistak
irregular,irregular,irregular
sanders,sander,sander
betrayed,betray,betray
shipped,ship,ship
surge,surge,surg
reporters,reporter,report
termed,term,term
georg,georg,georg
pity,pity,piti
verbal,verbal,verbal
bulls,bull,bull
abbreviated,abbreviate,abbrevi
enabling,enable,enabl
appealed,appeal,appeal
sicily,sicily,sicili
sting,ste,sting
heel,heel,heel
sweetheart,sweetheart,sweetheart
bart,bart,bart
spacecraft,spacecraft,spacecraft
brutal,brutal,brutal
monarchy,monarchy,monarchi
aberdeen,aberdeen,aberdeen
cameo,cameo,cameo
diane,diane,dian
survivor,survivor,survivor
clyde,clyde,clyde
complaint,complaint,complaint
clarinet,clarinet,clarinet
delicious,delicious,delici
chilean,chilean,chilean
karnataka,karnataka,karnataka
coordinates,coordinate,coordin
panties,pantie,panti
pretending,pretend,pretend
ar,ar,ar
dramatically,dramatically,dramat
kiev,kiev,kiev
bella,bella,bella
tends,tend,tend
distances,distance,distanc
catalog,catalog,catalog
launching,launch,launch
instances,instance,instanc
telecommunications,telecommunication,telecommun
portable,portable,portabl
lindsay,lindsay,lindsay
vatican,vatican,vatican
angles,angle,angl
aliens,alien,alien
marker,marker,marker
stint,stint,stint
screens,screen,screen
bolton,bolton,bolton
judy,judy,judi
wool,wool,wool
benedict,benedict,benedict
plasma,plasma,plasma
europa,europa,europa
spark,spark,spark
imaging,imaging,imag
filmmaker,filmmaker,filmmak
swiftly,swiftly,swiftli
contributor,contributor,contributor
opted,opt,opt
stamps,stamp,stamp
apologize,apologize,apolog
financing,financing,financ
butter,butter,butter
gideon,gideon,gideon
sophisticated,sophisticated,sophist
alignment,alignment,align
avery,avery,averi
chemicals,chemical,chemic
yearly,yearly,yearli
speculation,speculation,specul
prominence,prominence,promin
professionally,professionally,profession
immortal,immortal,immort
institutional,institutional,institut
inception,inception,incept
wrists,wrist,wrist
identifying,identify,identifi
tribunal,tribunal,tribun
derives,derive,deriv
gains,gain,gain
